Gustavo;600;80;02/09/2026 11:34
Carlos;0;3;02/09/2026 11:34
Gustavo;0;3;02/09/2026 11:38
Carlos;0;2;02/09/2026 11:41
Gustavo;400;90;04/09/2026 09:21
Gustavo;300;93;04/09/2026 09:23
Gustavo;1100;92;04/09/2026 09:35
Gustavo;100;47;10/09/2026 09:45
Gustavo;3800;259;10/09/2026 09:49
Matheus;1200;113;10/09/2026 11:03
Jovi;2900;190;13/09/2026 22:56
